city,client_event_time,country,device_carrier,device_family,device_type,event_type,language,os_name,os_version,platform,user_id,plan.price,paid_amount,coupon.discount_amount,pg.type
Seoul,2022-09-10 04:30:01.629,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,9b8914787d28e0723930a71193bb233d,15920,15920,0,
Seocho-gu,2022-09-10 04:30:01.842,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,da6837fdad8646961c89290ea431473e,15920,7960,7960,
Eunpyeong-gu,2022-09-10 04:30:02.122,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,9d9b8d2710deb228cdc2f86864e839c8,15920,15920,0,
Seoul,2022-09-10 05:00:02.353,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,c8f6102f933aad78c5afda5e4fbf7dc4,131600,131600,0,
Seoul,2022-09-10 05:00:02.551,South Korea,,Apple iPhone,Apple iPhone,renew.subscription,Korean,Mobile Safari,15,Web,f0f299123017deaab370fb0657d7ec99,131600,131600,0,
Siheung-si,2022-09-10 05:00:03.159,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,46de8285ca7d06a45e10eb989d334531,15920,15920,0,
Incheon,2022-09-10 05:30:01.621,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,b889494dd3f27ddf09bdd4c845f23f1b,15920,15920,0,
Ulju-gun,2022-09-10 05:30:02.277,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,104,Web,ffb19e67ac35d18a6711c55d2ace39ba,15920,15920,0,
Seongdong-gu,2022-09-10 06:35:01.665,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,6682a99366b1c9565c665a207fc9bd8b,15920,15920,0,
Namdong-gu,2022-09-10 06:35:01.865,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,fa1f4d2ea602692a76c23b44255c8a52,131600,131600,0,
Seoul,2022-09-10 06:35:01.922,South Korea,,Android,Android,renew.subscription,Korean,Chrome Mobile,105,Web,5dd20e0fbb7ad7b796d9ac596749b640,15920,15920,0,
Goyang-si,2022-09-10 06:35:02.040,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,7590e895fb6dcc5b9125dbe695705e57,42960,42960,0,
Yongin-si,2022-09-10 07:05:01.559,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,5daffca63fe83a33b1ba5d4aa1560e3c,15920,15920,0,
Ansan-si,2022-09-10 07:08:13.372,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,e785296a01f9141a92516a3c4984aa35,15920,7960,7960,
Yongin-si,2022-09-10 07:35:02.460,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,43208fe0c3b1b012d28f7e961b7dac7c,15920,15920,0,
Jeonju,2022-09-10 07:35:02.957,South Korea,,Apple iPad,Apple iPad,renew.subscription,Korean,WebKit,605,Web,5a1157d27bedba5aa78471f8466545ed,42960,42960,0,
Gunpo,2022-09-10 08:05:06.187,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,568096ead305c84240f3b1cdbfd8afb9,42960,42960,0,
Bucheon-si,2022-09-10 09:10:02.196,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,9882e3f46a55d5591ef7cc5508812606,42960,25776,17184,
Seoul,2022-09-10 09:10:02.851,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,ad661e25866e73c391721ff56f9c14ef,15920,15920,0,
Seo-gu,2022-09-10 11:10:01.690,South Korea,,Android,Android,renew.subscription,English,Chrome WebView,104,Web,165d62fbaf73db63b784c3f23340675c,15920,15920,0,
Yeongdeungpo-gu,2022-09-10 11:40:05.426,South Korea,,Android,Android,renew.subscription,Korean,Chrome Mobile,103,Web,2236c970501cdb7dfc798303653d8356,15920,15920,0,
Seongdong-gu,2022-09-10 13:19:41.044,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,667658323afb17e29a4af7c7d1aac1d5,15920,15920,0,
Dongjak-gu,2022-09-10 13:50:01.158,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,b0d3c646b43c5d5ca3dfbd8cea8836b0,15920,15920,0,
Seo-gu,2022-09-10 13:50:01.448,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,90bc3405c6fa547427b927661f33f8dc,15920,15920,0,
Sejong,2022-09-10 14:20:01.650,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,8e85ada356099e592762b6629f9da973,15920,15920,0,
Bupyeong-gu,2022-09-10 14:20:01.851,South Korea,,Windows,Windows,renew.subscription,Korean,Firefox,103,Web,0758b773bb7ef6eb40c31c9fff8c5899,15920,15920,0,
Mapo-gu,2022-09-10 14:20:02.037,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,dad059d2955fbe2a0633262f121fd70e,15920,15920,0,
Gangnam-gu,2022-09-10 15:25:01.884,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,b5e4be98627a57a2960c618620f5d192,15920,15920,0,
Mapo-gu,2022-09-10 16:25:01.672,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,963ea43989cd3011ba542309fca310af,15920,15920,0,
Hwaseong-si,2022-09-10 16:25:02.152,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,5215a25aaeb4d6fabd804b8840bae3cb,42960,25776,17184,
Songpa-gu,2022-09-10 16:25:06.874,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,103,Web,2e0d30949e99c92d690d913a8a7cf92d,15920,15920,0,
Namyangju,2022-09-10 16:55:06.344,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,3bb00f2cc3d00f991e340b03148c6497,15920,15920,0,
Kaiserslautern,2022-09-10 17:55:01.762,Germany,,Windows,Windows,renew.subscription,Korean,Edge,104,Web,3d66fba0584e37ec6b6b0bc5302cd4d8,15920,15920,0,
Seoul,2022-09-10 20:30:02.685,South Korea,,Android,Android,renew.subscription,Korean,Chrome Mobile,103,Web,6aa1d5205cdcce02c9e2db47a7f25452,15920,15920,0,
Gimpo-si,2022-09-10 23:05:01.626,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,23de9424fa70b693b1e2012a55d3c867,15920,15920,0,
,2022-09-10 23:05:07.011,,,,,renew.subscription,,,,,77693dc2e97727dd39d80221ad412c30,15920,15920,0,
Seoul,2022-09-11 00:05:01.711,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,13715aa7611f787f827fb9c112d0a294,15920,15920,0,
Yangcheon-gu,2022-09-11 00:35:02.112,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,c2664c7ab5cc6ff78782a952793c3ea3,15920,15920,0,
Los Angeles,2022-09-11 01:10:08.395,United States,,Mac,Mac,renew.subscription,English,Safari,15,Web,d92a578405a46fb4a01ecad3c5939955,15920,15920,0,
Seoul,2022-09-11 02:10:05.895,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,94,Web,3bcf65b7cfa4e62adb59f81cea9e3da6,15920,15920,0,
Bucheon-si,2022-09-11 02:45:01.024,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,104,Web,ec2348e2b8e8f91c234a3a7cf62c092d,42960,25776,17184,
Dongjak-gu,2022-09-11 03:15:02.757,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,3605a7e98a98a48e792c0dc14e8783fe,15920,15920,0,
Seongnam-si,2022-09-11 04:15:01.873,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,105,Web,d5645a182200469f5234e623d38d72ec,15920,15920,0,
Mapo-gu,2022-09-11 04:50:07.121,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,101,Web,1959d16fe66d9ea3296dc89a22413530,15920,15920,0,
Cheonan,2022-09-11 04:50:09.718,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,c5615b10ed83f6022948de41ba281ad6,131600,131600,0,
Seoul,2022-09-11 05:20:01.819,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,c346e8bbc5c2ee365dad2cd6aec87caf,15920,15920,0,
Gwangjin-gu,2022-09-11 05:20:02.118,South Korea,,Android,Android,renew.subscription,Korean,Chrome WebView,103,Web,1c526cae020deb4f86fc342a7ca35812,15920,15920,0,
Gangseo-gu,2022-09-11 05:50:01.681,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,7f0ff6c4a0f5e0185d1b206e777d6765,15920,15920,0,
Wanju,2022-09-11 05:50:01.866,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,c5c86f96f1aa14aecf2ff13fd0a31bd5,131600,131600,0,
Seoul,2022-09-11 06:55:01.657,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,15,Web,aa03275742d69012ed4d9b6362cd9c39,15920,15920,0,
Haeundae-gu,2022-09-11 07:25:02.438,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,5769bb569417c4068d5785c0595fb0e8,131600,131600,0,
Seoul,2022-09-11 08:00:01.494,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,825b3ebf730c9fe26894e6cf2d9a01c9,15920,15920,0,
Gwangjin-gu,2022-09-11 08:00:01.553,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,101,Web,4317bd7ac28ff258f471c3297d81e8bc,15920,15920,0,
Victoria,2022-09-11 08:00:01.790,Canada,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,4bb498c31d522f08b00053aacacdb671,15920,15920,0,
Seoul,2022-09-11 08:00:02.044,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,9bd2c5bb4639f36874e859facbd5faf5,15920,15920,0,
Nam-gu,2022-09-11 08:00:05.681,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,9b84c922b036668533beab8aadd74f58,15920,15920,0,
Siheung-si,2022-09-11 08:30:01.926,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,4294b94e51e95edc72db080b3f29b953,15920,15920,0,
Pyeongtaek-si,2022-09-11 08:30:06.109,South Korea,,Android,Android,renew.subscription,Korean,Chrome WebView,97,Web,23d0cfed2ca65b1e8d4fae659bd0e70f,15920,15920,0,
Yangju,2022-09-11 09:05:01.744,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,8c2dfa18928891637ae29520f73decd6,15920,15920,0,
Seoul,2022-09-11 10:35:01.752,South Korea,,Mac,Mac,renew.subscription,English,Chrome,103,Web,148e32e695187fe90d89503c6e024cd1,15920,15920,0,
Seoul,2022-09-11 11:05:01.120,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,105,Web,2535b88118b39077183cc203c32be5e4,15920,15920,0,
Yongin-si,2022-09-11 11:05:02.364,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,7e2fc7fecb4e46be6880b22eecfea0c3,15920,15920,0,
Bucheon-si,2022-09-11 11:35:01.556,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,99,Web,11c9a1e739bd60702875c7bb65d171cf,15920,15920,0,
,2022-09-11 11:35:07.330,,,,,renew.subscription,,,,,72a73d22a9fc5d84744ba120b989c2f6,15920,15920,0,
Minatomirai,2022-09-11 12:40:06.890,Japan,,Mac,Mac,renew.subscription,Japanese,Chrome,104,Web,de80edc32c3cb69e5df8dcc3aa01243d,15920,15920,0,
Seoul,2022-09-11 13:15:01.087,South Korea,,Apple iPhone,Apple iPhone,renew.subscription,Korean,Mobile Safari,14,Web,a8d1269a74773ccffab74333e6b03235,15920,15920,0,
Seoul,2022-09-11 13:15:01.641,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,15,Web,c889aaea3185e298612831ca9664d37e,15920,15920,0,
Seoul,2022-09-11 13:45:02.047,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,4fea51feeec1af0884f90c600c0d9787,15920,15920,0,
Dongducheon-si,2022-09-11 14:20:02.290,South Korea,,Apple iPad,Apple iPad,renew.subscription,Korean,Chrome Mobile,103,Web,7a152739fcaa695f65519ee4fdbc697c,42960,42960,0,
Seo-gu,2022-09-11 14:20:02.849,South Korea,,Apple iPhone,Apple iPhone,renew.subscription,Korean,Chrome Mobile,97,Web,eca1056b90449143e62cf65aff489a18,15920,15920,0,
Uiwang-si,2022-09-11 15:25:02.150,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,104,Web,68b81a277930888c65ee787f75d11825,15920,15920,0,
Goyang-si,2022-09-11 15:25:02.593,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,b58e28a79384654f6d72f84d7ae408d5,15920,15920,0,
Yeongdo-gu,2022-09-11 15:55:01.639,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,fe40da4d6a317d9d635df07051b0a6cc,15920,15442,478,
Suseong-gu,2022-09-11 17:30:01.497,South Korea,,Android,Android,renew.subscription,Korean,Chrome,96,Web,b5621dc5af10fe2a9f0b05cc28709484,131600,131600,0,
Daegu,2022-09-11 21:10:01.232,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,105,Web,6b5a82d6e770f8c0212a8e1e4fe5c725,15920,15920,0,
Nowon-gu,2022-09-11 21:37:26.292,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,83396f1ba7ed74e0ab1abb83b4aea464,131600,131600,0,
Yuseong-gu,2022-09-11 22:15:03.044,South Korea,,Linux,Linux,renew.subscription,Korean,Samsung Browser,18,Web,f8a6fd864379dd4d33d7c7abd249206f,15920,15920,0,
Dongjak-gu,2022-09-11 23:45:01.800,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,bca916395e7ea929b2bf50de89276e55,42960,42960,0,
Bellflower,2022-09-12 00:20:07.375,United States,,Mac,Mac,renew.subscription,English,Firefox,102,Web,b668970f5984d1736673b64683de18bc,15920,15920,0,
Seoul,2022-09-12 00:50:01.533,South Korea,,Android,Android,renew.subscription,Korean,Chrome Mobile,100,Web,104076a964a79e48a4f8bd27cbc19238,42960,42960,0,
Cheongju-si,2022-09-12 01:20:01.848,South Korea,,Windows,Windows,renew.subscription,English,Chrome,104,Web,2f5539ac4cf05318d833f13c9ce1ee32,42960,42960,0,
Anyang-si,2022-09-12 01:50:01.545,South Korea,,Windows,Windows,renew.subscription,English,Chrome,104,Web,8d4ef706bce8ee167fa81aff3013849f,131600,131600,0,
Seoul,2022-09-12 02:25:01.751,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,102,Web,a4c886cc9f88c4e834da7456a1bc0255,15920,15920,0,
Chuncheon,2022-09-12 02:25:02.659,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,dd87a980be18cbe7057235df397056aa,15920,15920,0,
