city,client_event_time,country,device_carrier,device_family,device_type,event_type,language,os_name,os_version,platform,user_id,plan.price,paid_amount,coupon.discount_amount,pg.type
Gangnam-gu,2023-06-24 12:37:10.831,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,14.1.2,Web,e61c5318f42627cae0d51f0996b36fda,15920,15920,0,
Suyeong-gu,2023-06-26 17:16:44.976,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,c8513b289c6dbd82eadaf7daf8fa5acc,15920,15920,0,
Gijang-gun,2023-06-16 00:37:55.445,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,508d2ceae56c5faea421bb0bbf0c13ed,15920,15920,0,
Seoul,2023-06-25 14:17:55.364,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,WebKit,605.1.15,Web,a88f98cff3f02b43b757b437206530fd,15920,15920,0,
Pyeongtaek-si,2023-05-29 05:22:53.799,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,e5392fba51e4faee653b8219a1fa2c01,131600,131600,0,
Seoul,2023-04-04 14:48:19.695,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,8fd8c461957abd33e8856bad3e6a78ce,15920,15920,0,
Seo-gu,2023-05-13 01:57:01.363,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,060b2797c161b3262be6713a114c7bc3,131600,131600,0,
Cheonan,2023-05-13 16:03:39.807,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,df0a378c8905f8b4bf29ba699eaa1ff4,15920,15920,0,
Bucheon-si,2023-05-15 10:54:20.743,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,c7309fd48544b9ee4079e766d389a11d,15920,15920,0,
Seoul,2023-06-28 15:13:50.414,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,fa30080637b12e02a766f06fde5e2956,15920,15920,0,
Paju,2023-04-02 12:56:56.465,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,111.0.1661.62,Web,6e13da74cfede33fa3aff24525e443ee,15920,15920,0,
Gyeonggi-do,2023-04-02 12:57:56.745,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,fb6b43cbda85a688a227c029b126f54c,15920,15124,796,
Nowon-gu,2023-04-30 05:33:50.432,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,8a3db3c4164d1a90d6fe09cf0054cceb,15920,15920,0,
Seoul,2023-06-28 20:15:49.730,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,16.5,Web,47cbcf867acb1e11a61250ed08fb42f5,15920,15920,0,
Seoul,2023-06-19 07:48:35.093,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,026fef1203ac088caea9ffec35df46ec,15920,15920,0,
Seoul,2023-06-20 09:20:19.477,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.1,Web,dbe6ec604b675b33682f9351af436804,15920,15920,0,
Geumcheon-gu,2023-05-01 04:57:29.936,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,112.0.1722.64,Web,9dac7a8b77a7c81561a35b95c1a07672,131600,131600,0,
Seoul,2023-04-26 12:40:44.404,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.3,Web,07058333106e6b18549e0f7522e47e9b,131600,131600,0,
Dong-gu,2023-04-26 12:21:16.824,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,ac39e6935c8feff80041c3232817f861,15920,15920,0,
Invercargill,2023-05-10 18:51:44.803,New Zealand,,Mac,Mac,resubscribe.subscription,Korean,Safari,16.1,Web,6a3abce0b748d17ec2b8d9cf4a38523f,15920,15920,0,
Buk-gu,2023-05-10 18:26:46.676,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,113.0.1774.35,Web,2aeeefc4f03ab2373c3cb4173598aa98,15920,15920,0,
Jongno-gu,2023-04-30 08:55:45.928,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,112.0.1722.64,Web,cb9473cd12ff9d4e72edba273d2bdba5,15920,15920,0,
Gwangjin-gu,2023-05-19 11:47:40.162,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,8c560aed127130c68d67535d2579c3df,15920,15920,0,
Gangnam-gu,2023-04-04 09:47:45.013,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,edccf32df27d89255c8207fe870f50fa,15920,15920,0,
Yeongdeungpo-gu,2023-06-20 04:25:52.747,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,114.0.1823.51,Web,50ca0ede09c27b40df8b71d1148cfe6e,15920,15920,0,
Seoul,2023-06-07 09:34:54.484,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.5,Web,62a52e1401f147f6f1f1e91ba9911c59,15920,15920,0,
Mapo-gu,2023-05-25 04:57:07.085,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,108.0.0.0,Web,bf6737f24494c4fb89322e6152a5c144,15920,15920,0,
Goyang-si,2023-05-25 04:51:05.793,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,ea08d0030696141e2ec26b54b5fd2ee1,15920,15920,0,
Gongju,2023-03-30 10:35:36.830,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,07d8559fd753b03995386542c534ff3f,15920,15920,0,
Seongbuk-gu,2023-06-11 10:05:36.889,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,ae4234692b3dda209ba2e27c28da671d,15920,15920,0,
Anyang-si,2023-06-27 06:19:54.343,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,2fe40e7191a768e71edd18f11ab30e0c,15920,15920,0,
Gimhae,2023-06-19 00:53:05.182,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,933d6460d9ed07cd8d4d003a843deadd,15920,15920,0,
Changwon,2023-06-01 15:00:36.344,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Whale,3.19.166.16,Web,d810dbfd5e2b8e074ea50e27a4c4a489,15920,15920,0,
Jungnang-gu,2023-06-22 18:14:23.187,South Korea,,Mac,Mac,resubscribe.subscription,English,Chrome,114.0.0.0,Web,0695bdf05f0891a192e831ecd33a5ba9,15920,15920,0,
Gimhae,2023-03-31 23:18:18.816,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,111.0.1661.54,Web,8b4603c99dbd3ec51f40fa2d8e9d9c28,15920,15124,796,
Seoul,2023-04-25 02:20:28.445,South Korea,,Samsung Phone,Samsung Galaxy S21 5G,resubscribe.subscription,Korean,Whale,1.0.0.0,Web,b79b6731120a5e28779c436358a2fa59,15920,15920,0,
Nam-gu,2023-05-09 13:58:12.969,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,e2b33750d8e206c309a70db1131cdf37,15920,15920,0,
Seoul,2023-04-11 03:42:42.804,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,16.3,Web,cdde41900b2dc043c490e9a0d8f33f6a,15920,15920,0,
Cheonan,2023-04-08 08:35:38.800,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,9c45f02732b8aeacfaf59aa3cf2118aa,15920,15920,0,
Seongdong-gu,2023-05-18 05:40:21.851,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,cd30a21432e3aff902c0e1b557a72439,15920,15920,0,
New York,2023-06-21 16:37:58.444,United States,,Mac,Mac,resubscribe.subscription,English,Safari,16.5,Web,c0ee6daea4339738dfa5a2cbb62d0792,15920,15920,0,
Bupyeong-gu,2023-04-14 08:55:03.647,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,112.0.1722.39,Web,58aa0d51a5f066df54faea49c6ae3059,15920,12736,3184,
Yeongdo-gu,2023-04-20 09:36:05.990,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.20.182.12,Web,e8bfa8ef3f60087e593b6810301174df,131600,131600,0,
Yongin-si,2023-06-28 07:55:42.288,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,c98eceaf3b72a605cfb85e72a891dc86,15920,15920,0,
Seoul,2023-03-30 02:17:30.701,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,5e537689b782b3933a9d87664c78d850,15920,15920,0,
Wembley,2023-04-09 01:59:28.395,United Kingdom,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,855c086726124312d70d59b748431d1d,15920,15920,0,
Jiya,2023-04-29 04:00:08.932,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.20.182.14,Web,42c38b9507373b20ff2fe1122be10afe,15920,15920,0,
Siheung-si,2023-04-27 13:07:56.417,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,d05daf071c79f85232ffc1deffdd6477,15920,15920,0,
Seoul,2023-06-02 10:35:58.354,South Korea,,K,,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,d29ea0001bada14b664ccae395c52d2c,15920,15920,0,
Goyang-si,2023-04-04 05:40:04.122,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,1b27baaf3b8bbece2d0b961214ec63b9,15920,15920,0,
Busan,2023-05-23 03:57:13.132,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,f5ce4dd05d9b88a34bb43d07c7d2445b,15920,15920,0,
Seoul,2023-05-13 00:56:46.308,South Korea,,Windows,Windows,resubscribe.subscription,English,Chrome,113.0.0.0,Web,dd038cd3b6630a91bf870d338b45d3a6,15920,15920,0,
Seoul,2023-03-23 05:44:55.822,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,c0c2dbc6b35bac65e17488463a015e78,15920,15920,0,
Seoul,2023-06-07 05:23:05.681,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,1d9bed952077fcad5e92c5c3f8796fe6,131600,131600,0,
Yangcheon-gu,2023-06-29 05:09:34.549,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,b984b62f4e16864bb85486f13eb6e2f0,131600,131600,0,
Seoul,2023-05-03 12:57:52.071,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.4,Web,a47ce15b0d0a67efe83f276cc34ec4e3,131600,131600,0,
Suwon,2023-05-12 09:58:08.753,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,103.0.0.0,Web,b18695f7f5d9139550d9eecd81ecb478,15920,15920,0,
Daejeon,2023-04-02 04:49:32.591,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,106ecedd33769f8d14dc0ba29c1844b9,131600,131600,0,
Dalseo-gu,2023-05-01 05:36:02.325,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Firefox,109.0,Web,d48873bcb7fab6f997beaca1d3c79f07,15920,15920,0,
Buk-gu,2023-06-25 13:54:26.477,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,42685d5697757e4ad9f55756a6743c29,15920,15920,0,
Incheon,2023-06-25 13:33:45.844,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,27eec768ad95fbad182e96c818d8a16f,15920,15920,0,
Mapo-gu,2023-06-22 06:28:02.403,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,2474ec4396ca67d4d29bbafcbd424334,15920,15920,0,
Bucheon-si,2023-04-26 13:45:44.862,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,8e2d0e60a28850b3d1d179190f61f8a1,131600,131600,0,
Incheon,2023-05-29 09:54:20.913,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,0328582a725ca6e40dd87245f000eae3,15920,15920,0,
Seoul,2023-05-22 22:14:40.310,South Korea,,Samsung Phone,Samsung Galaxy S10,resubscribe.subscription,Korean,Whale,1.0.0.0,Web,942a1b3e3aea7a2a6d522483b5ec13c4,15920,15920,0,
Guro-gu,2023-05-28 00:07:48.544,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,c233c807a165f0b398bfaace808a2987,131600,131600,0,
Seoul,2023-03-29 22:09:36.598,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.4,Web,cc55674494666141d40ecaaa007f32d7,131600,131600,0,
Seoul,2023-06-20 05:07:23.371,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.5,Web,03a74266c1ce5120a711618bdcf35528,15920,15920,0,
Gyeongsan-si,2023-06-20 05:34:26.936,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,12eae605e2a10bf87a26a4dd7f7782c2,15920,15920,0,
Daedeok-gu,2023-04-03 10:03:04.235,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,798476f6dbebcfad57b7ae08f7bb29ff,42960,42960,0,
Seoul,2023-06-28 09:51:05.445,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,English,Mobile Safari,16.5,Web,65267f8ce03052e9c3701f3a7175554e,15920,15920,0,
Yeongdeungpo-gu,2023-05-03 03:45:24.652,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,109.0.0.0,Web,b8593a91a7e1ca7ebb5c22e1b4334bea,15920,15920,0,
Seocho-gu,2023-05-09 04:09:05.506,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,0b701fd2a173038f42a4562a57fb9a2b,131600,131600,0,
Seoul,2023-06-02 15:44:12.237,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,bd56e7d7e9ef974be111d2cdd7eea13d,131600,131600,0,
Songpa-gu,2023-03-23 15:55:20.955,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,76e8dbab6baf614fe8941f727822814f,15920,15920,0,
Seoul,2023-04-24 05:14:10.265,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,4dc08975f0e1aa79d613803a572f2954,42960,42960,0,
Seoul,2023-04-24 05:57:21.967,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,543c5e2a996e218e03f44b8e83ee39af,42960,42960,0,
Songpa-gu,2023-06-07 10:45:59.415,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,60b36fcc8ac9ecbbaaad1a94d5028c20,15920,15920,0,
,2023-05-27 04:35:27.381,Singapore,,Windows,Windows,resubscribe.subscription,English,Chrome,113.0.0.0,Web,e499d360e727d807400e3037dcd0f3ac,15920,15920,0,
Dongdaemun-gu,2023-03-26 10:54:06.887,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,b2b31f00b82edc6419b25324a7ae41a4,15920,15124,796,
Nam-gu,2023-05-12 21:48:01.956,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.20.182.14,Web,863126df5c8790bfa2cc6770ae737872,15920,15920,0,
Seongnam-si,2023-05-11 06:04:57.473,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,41098d246ff54e166d4d492b6b3cdb8f,131600,131600,0,
Goyang-si,2023-05-28 08:29:33.711,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,ec1d1653798868fc2589566cd135d01a,15920,15920,0,
Dongjak-gu,2023-06-12 10:16:18.719,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,374e77c9a8333180cdc9ba85983d31fd,15920,15920,0,
Suwon,2023-06-10 15:53:10.792,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,806413d3759e5e34f72b93d0104db2d9,15920,15920,0,
Gumi,2023-06-27 05:18:11.303,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,7fa4798a17ea2d4b0993faf4595b334c,15920,15920,0,
Seongnam-si,2023-06-14 16:59:14.807,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,59e145339e9995f3f104fd790c4d1c3e,15920,15920,0,
Gyeyang-gu,2023-04-16 05:53:36.036,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,d0b536c376ad6c6827e4badf329304ae,42960,42960,0,
Goyang-si,2023-04-06 03:24:24.948,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,6d78292f83a2001ed00c0843d6747e7f,15920,15920,0,
Chuncheon,2023-06-17 15:25:41.745,South Korea,,Samsung Galaxy Phone,Samsung Galaxy A31,resubscribe.subscription,Korean,Chrome WebView,114.0.5735.61,Web,741a6f47431eff824923f92593543418,15920,15920,0,
Siheung-si,2023-03-29 12:16:45.481,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,c08e32271d96bd91f8626c49f91e9fc3,15920,15920,0,
Suwon,2023-04-13 03:36:01.458,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,108.0.1462.54,Web,010a54b7adcb47015c5813cf8509461e,15920,15920,0,
Phoenix,2023-06-22 03:20:17.590,United States,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,d0f1ae883bbc64e0439490d28eeae13d,15920,15920,0,
Dongjak-gu,2023-06-15 08:12:15.005,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.21.192.15,Web,51daf7f0f8fb41396e8564c23f6ff439,15920,15920,0,
Dongjak-gu,2023-06-15 08:12:58.233,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.21.192.15,Web,8132a1a4bfb0c049ac9c820ef1e2c081,15920,15920,0,
Yongin-si,2023-06-26 01:06:11.556,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,b34467715225736e6ec0b11affb6fd36,15920,15920,0,
Seoul,2023-04-17 01:47:10.333,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,961a2a42932d76d9a50460e9fe4e68e7,15920,15920,0,
Seoul,2023-06-25 16:14:07.522,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Chrome,111.0.5563.101,Web,a426d5ab88d5c84a2111bdd681d89d5c,15920,15920,0,
Dobong-gu,2023-05-27 09:57:11.633,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,755dcfe2f95c57093dc60e45fdafc8e8,15920,15920,0,
Gangnam-gu,2023-06-18 17:05:06.311,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,109.0.0.0,Web,29e2ab7d38ac74f1138fb12ab38a9cc9,15920,15920,0,
Hwaseong-si,2023-04-01 06:21:48.645,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,4a86caf7722e9e5fd38cb8add7981642,15920,15920,0,
Guro-gu,2023-05-12 01:00:16.900,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,196cc2d3e8c08a30ad11db927845a810,15920,15920,0,
Seogwipo-si,2023-05-22 02:08:37.427,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,8cdd971549087a4561f42858dd5ab7a5,15920,15920,0,
Cheonan,2023-05-06 05:38:17.204,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,103,Web,c61444ea8db4504986b2ca02b34c6b39,15920,15920,0,
Seoul,2023-06-22 23:07:29.152,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,e53adcdee1869db96cd1eafa1f8b00fe,15920,15920,0,
Mapo-gu,2023-04-28 05:16:50.998,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,dc6a72c5ec0ef509b3d9b222c2f9b7ff,15920,15920,0,
Dongjak-gu,2023-04-28 05:09:59.050,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,c0337dc87fc08f2aa3bfa8a863f700e0,15920,15920,0,
Gwangju,2023-04-28 05:29:10.772,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,3966266887fba64584a2c890fd7400d5,15920,15920,0,
Mapo-gu,2023-04-15 15:56:46.148,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,63518d903f9aa15a4f391f49d6b1c267,15920,15920,0,
Haeundae-gu,2023-05-01 06:02:49.596,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,373479408539f64a52402e5890ec5a97,15920,15920,0,
Buk-gu,2023-04-16 03:26:39.661,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,492cd379fa91f5df23dbf1825e3ee159,15920,15920,0,
Namdong-gu,2023-06-17 13:56:03.582,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,9335e49e059a671df015d4f3d2b834d5,15920,15920,0,
Goyang-si,2023-04-06 05:52:24.108,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.19.166.16,Web,bb76174e4ff0071aa7aff91c88bf1dbd,15920,15920,0,
Yeongdeungpo-gu,2023-05-28 13:18:42.901,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,3b84409f7b5217ec247549cf0791daff,15920,15920,0,
Gwanak-gu,2023-04-05 10:41:56.896,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,4ae00d013cd17480467830ccbf6b278c,15920,15920,0,
Gangnam-gu,2023-05-19 04:16:24.840,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,1d608d11c3220d1e25c6c8c03f0238f2,15920,15920,0,
Gunpo,2023-05-13 14:00:35.720,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,d445b30263d2ab231d541bb22ddf2557,131600,131600,0,
Cheongju-si,2023-06-22 08:32:10.480,South Korea,,Samsung Phone,Samsung Galaxy S21+ 5G,resubscribe.subscription,Korean,Chrome WebView,114.0.5735.131,Web,d6d777b8afbb9a15d9b0d8c3f4c400ee,15920,15920,0,
Yeonje-gu,2023-03-23 06:44:18.374,South Korea,,Samsung Phone,Samsung Galaxy S22,resubscribe.subscription,Korean,Samsung Browser,19.0,Web,756c6d9dac217e7ecd0f766a2cdc3e16,15920,15920,0,
