city,client_event_time,country,device_carrier,device_family,device_type,event_type,language,os_name,os_version,platform,user_id,plan.price,paid_amount,coupon.discount_amount,pg.type
Donggu,2023-01-31 14:48:22.854000,South Korea,,Samsung Phone,Samsung Galaxy S21 5G,complete.subscription,Korean,Whale,1.0.0.0,Web,579fa10ef8ff862bfb7f7b0f4f6337bb,95200,95200,0,
Ansan-si,2023-01-31 14:20:36.173000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.1,Web,7893e50522c35c5015428cd6c0f36850,95200,95200,0,
Seoul,2023-01-31 14:54:47.990000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.1,Web,8af4521fc48aad45968686e187111f3d,95200,95200,0,
Seoul,2023-01-31 14:19:53.394000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.1,Web,fe3bc7557b3404a66526f6b5b9b13821,95200,95200,0,
Paju,2023-03-18 10:25:02.509000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,111.0.0.0,Web,0bf62b109d9ba5ed21602e69a396dba3,15920,15920,0,
Changwon,2023-03-18 10:40:01.726000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,110.0.0.0,Web,467741f18b3af5f68c4bf1c630f18205,15920,15920,0,
Pasadena,2023-03-18 10:40:02.593000,United States,,Windows,Windows,complete.subscription,Korean,Chrome,110.0.0.0,Web,577caaa53c4976cdeb7d5f65ca6eeca8,15920,15920,0,
Seoul,2023-05-11 04:12:49.623000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,106.0.0.0,Web,eb94155d7d652f3633bbc45980c6db20,15920,15920,0,
Anyang-si,2023-02-18 04:00:02.079000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,108.0.0.0,Web,cb851820cf766ecb1484cc632ced79c8,15920,15920,0,
Seoul,2023-02-12 03:10:02.509000,South Korea,,Samsung Phone,Samsung Galaxy S21 5G,complete.subscription,Korean,Instagram,268.0.0.18.72,Web,1e2bdfc46eb159c288571627d126f890,15920,15920,0,
Daejeon,2023-01-23 08:35:46.446000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,3bc0cf5476b9e9e88aad7f598ef59ef5,91200,91200,0,
Hwaseong-si,2023-01-23 08:25:23.121000,South Korea,,Windows,Windows,complete.subscription,Korean,Edge,109.0.1518.61,Web,4d031625149f3b79376b2de8e2ba9d79,91200,91200,0,
Daegu,2023-01-23 08:43:57.582000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,563252ae3b6e13117d41f54d3a77c588,91200,91200,0,
Amsterdam,2023-01-23 08:20:51.564000,Netherlands,,Mac,Mac,complete.subscription,English,Chrome,109.0.0.0,Web,015ca496c4e76213cbd4d104d60e11c0,91200,91200,0,
Guro-gu,2023-05-04 15:30:02.134000,South Korea,,Windows,Windows,complete.subscription,Korean,Edge,112.0.1722.68,Web,de268c470001d1b0ff39f0c4869c60e0,15920,15920,0,
Seongnam-si,2023-05-05 13:28:34.993000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,112.0.0.0,Web,ea4ca47baa41447263b90957e0cf39c2,15920,15920,0,
Dongdaemun-gu,2023-05-05 13:10:02.427000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,112.0.0.0,Web,33f6917f5d1106657656fce00afa12d0,15920,15920,0,
Seoul,2023-02-22 00:15:01.475000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,42a41eaf1c11accc6cf0d294295a8a1b,131600,131600,0,
Jeju City,2023-01-30 12:18:22.636000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,46bb8724f424fb125abc782d9f31bd29,95200,95200,0,
Gwangmyeong-si,2023-01-30 12:40:47.670000,South Korea,,Samsung Galaxy Phone,Samsung Galaxy S10,complete.subscription,Korean,Chrome WebView,108.0.5359.128,Web,eac3a5ab5bd6370c9703cbf6abb31835,95200,95200,0,
Anyang-si,2023-01-30 12:30:49.480000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,d4925cb2e98bdf5c79806c35a73649c0,95200,95200,0,
Incheon,2023-01-30 12:51:09.526000,South Korea,,Windows,Windows,complete.subscription,Korean,Firefox,109.0,Web,7a9a357c9383e61da790cd427990c481,95200,95200,0,
Sejong,2023-01-30 12:58:50.794000,South Korea,,Windows,Windows,complete.subscription,Korean,Edge,109.0.1518.70,Web,3f34b2a8944872b22684188658641af6,95200,95200,0,
Yangsan,2023-01-30 12:31:20.478000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Chrome,109.0.5414.83,Web,0715c80a58367e61fde15125ae2edec0,95200,95200,0,
Geumjeong-gu,2023-01-30 12:32:17.637000,South Korea,,Samsung Galaxy Phone,Samsung Galaxy S21 Ultra 5G,complete.subscription,Korean,Instagram,267.0.0.18.93,Web,081beffa8d6e1901b9af6b6004a689ab,95200,95200,0,
Gyeongju,2023-01-30 12:01:29.145000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,8546b175adb9ef401fa4f0da02300624,95200,95200,0,
Gunpo,2023-05-21 07:24:48.261000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,113.0.0.0,Web,7777e148fac19c1d766153263a99aba1,15920,15920,0,
,2023-06-30 09:03:18.279000,,,,,complete.subscription,,,,,5d993becbebd560eaf21ad8f821fe98e,15920,15920,0,
Belvedere,2023-01-27 22:32:27.156000,United Kingdom,,Mac,Mac,complete.subscription,Korean,Chrome,108.0.0.0,Web,838d428d2e1d9cd95050848d4d518ab5,95200,95200,0,
Seoul,2023-01-27 22:25:26.064000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,f2ca55b5618a638a1756e6c1eb2cb147,95200,95200,0,
Gimpo-si,2023-02-08 02:20:02.469000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,11fad0a04d824c87553396f7d6284f80,15920,15920,0,
Seoul,2023-04-01 09:00:02.531000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,111.0.0.0,Web,2ea8db3a1b5d872ba11d74ee012dad1d,15920,15920,0,
Yongin-si,2023-04-11 12:35:01.708000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,111.0.0.0,Web,24607dc3aa2fcd62d10f54fcf2c15165,15920,15920,0,
Seoul,2023-04-11 12:45:01.917000,South Korea,,Samsung Phone,Samsung Galaxy S22,complete.subscription,Korean,Chrome,112.0.0.0,Web,a861512f4cdca0cec8d58546b9c27b0b,131600,131600,0,
Gwanak-gu,2023-04-11 12:20:02.091000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,111.0.0.0,Web,7c05c2ecf1738d6940acf425546a8511,15920,15920,0,
Gyeongsan-si,2023-04-02 21:45:02.028000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,111.0.0.0,Web,36183f6c38fa7566007126807001789d,15920,15920,0,
Dongdaemun-gu,2023-04-12 05:55:02.184000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,112.0.0.0,Web,9ad3e43c9085491328e72bb75de31d90,15920,15920,0,
Cheongju-si,2023-04-12 05:45:02.210000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,111.0.0.0,Web,f704b29d519b3c7aed2f0b3acc62d7ce,15920,15920,0,
Changwon,2023-04-17 14:00:07.958000,South Korea,,Windows,Windows,complete.subscription,Korean,Edge,112.0.1722.48,Web,905926bf8282b106c42a6f22db935b93,131600,131600,0,
Gwangju,2023-01-15 19:01:38.662000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.0,Web,83900b77c914a236bb82e8a948363c26,87200,87200,0,
Cheongju-si,2023-04-18 02:40:02.024000,South Korea,,K,,complete.subscription,Korean,Chrome,111.0.0.0,Web,7137a0ebf2055eff6ebddda17bbbba7c,15920,15920,0,
Seongnam-si,2023-04-18 02:25:03.303000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,111.0.0.0,Web,4ff63c5c63790195ec3296539d9c2e38,15920,15920,0,
Seoul,2023-02-11 09:05:03.086000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.2,Web,4f86d7c026d8706ddc3195354c5e0e01,15920,15920,0,
Yeongdeungpo-gu,2023-01-23 21:18:35.201000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,5fcfeb0533e6aff0c9e86135e4dea210,91200,91200,0,
Daegu,2023-01-20 02:40:44.521000,South Korea,,Samsung Phone,Samsung Galaxy Note20 5G,complete.subscription,Korean,Samsung Browser,19.0,Web,4151699c6b723d35ec6ef9e24b3b7e51,91200,91200,0,
Seongnam-si,2023-01-20 02:03:08.096000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,3fd116afa1d2a32b4a381319e5b015ad,91200,91200,0,
Busan,2023-01-20 02:35:12.142000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,c8f98e6366d705a7e4f213cdcdd1bd79,91200,91200,0,
Seoul,2023-06-23 05:08:41.691000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.5.1,Web,904b599ffe7bb7a7a1e3fb848804955d,15920,15920,0,
Seoul,2023-06-23 05:37:17.671000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,cca7d952d2e38a163c05cf3a4afb559d,15920,15920,0,
Seoul,2023-05-03 15:40:03.140000,South Korea,,Samsung Galaxy Note,Samsung Galaxy Note10+ 5G,complete.subscription,Korean,Chrome,103.0.0.0,Web,4da8fbe93aaf34667d8508c15b44b0db,131600,131600,0,
Geumcheon-gu,2023-05-01 10:30:02.055000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,110.0.0.0,Web,dece6c7eb098782ee5aa457903f4f41e,131600,131600,0,
Seoul,2023-05-02 08:02:56.110000,South Korea,,Mac,Mac,complete.subscription,Korean,Safari,15.1,Web,3dbd7cdd4b5c6c4e3157dd5ee7ede6ba,15920,15920,0,
Yongsan-gu,2023-05-02 08:48:57.578000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Whale,2.8.1.3841,Web,ddb9ba98b95b431dfd902e0aef961849,15920,15920,0,
Nam-gu,2023-05-02 08:20:32.775000,South Korea,,Mac,Mac,complete.subscription,English,Chrome,111.0.0.0,Web,852022d050f04fc5516c8140921f3120,15920,15920,0,
Seongnam-si,2023-05-15 23:57:29.467000,South Korea,,K,,complete.subscription,Korean,Chrome,113.0.0.0,Web,3ce6d16a992895abcb4f94c74be79cf6,15920,15920,0,
Seoul,2023-05-15 23:54:49.806000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.4,Web,79441bd979fa38a155531352b361d778,15920,15920,0,
Dalseo-gu,2023-06-19 01:24:02.184000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,114.0.0.0,Web,a3c8d877d0d7a5d2e403a61875500ede,15920,15920,0,
Namyangju,2023-06-19 01:47:07.637000,South Korea,,Windows,Windows,complete.subscription,Korean,Edge,114.0.1823.51,Web,1617e44d11bebe6b3f3d1ef4ed379d94,15920,15920,0,
Yuseong-gu,2023-01-10 01:59:24.577000,South Korea,,Samsung Phone,Samsung Galaxy S21 5G,complete.subscription,Korean,Chrome,108.0.0.0,Web,712173cb461b008f0357a516fa4ffe12,83200,83200,0,
Gwangjin-gu,2023-01-10 01:39:30.378000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,108.0.0.0,Web,0fd0dbb6de50fab61748d71e4f005c13,83200,83200,0,
Guri-si,2023-01-10 01:29:25.986000,South Korea,,Samsung Phone,Samsung Galaxy S21 5G,complete.subscription,Korean,Whale,1.0.0.0,Web,28752a08cac20eb39a4f714bb6f77aae,83200,83200,0,
Gimpo-si,2023-01-10 01:43:29.117000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,108.0.0.0,Web,502ae2ee067ae0b66c0465f89e277762,83200,83200,0,
Gangnam-gu,2023-01-10 01:16:51.511000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,108.0.0.0,Web,d0aeb69ef5a5578bfa5398b5044b7440,83200,83200,0,
Seoul,2023-01-10 01:47:42.939000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,108.0.0.0,Web,bb1a9eeaeb634b5b02d0466d29dbe74b,83200,83200,0,
Seoul,2023-01-10 01:41:47.104000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,108.0.0.0,Web,2c72a7c972115fa79d706077a8a76849,83200,83200,0,
Seoul,2023-01-10 01:43:51.691000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,15.6.1,Web,5023eb38ded0a4cf510226dd3ad2718c,83200,83200,0,
Mapo-gu,2023-01-30 04:42:17.604000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,fc843863a8e5080306279529f169b9ef,95200,95200,0,
Gimhae,2023-01-30 04:38:17.056000,South Korea,,Windows,Windows,complete.subscription,Korean,Edge,109.0.1518.70,Web,0b46cc2625add5bb30393a7bd6c3d87b,95200,95200,0,
Haeundae-gu,2023-01-30 04:47:47.481000,South Korea,,Samsung Phone,Samsung Galaxy S22,complete.subscription,Korean,Whale,1.0.0.0,Web,8d0173f65d500921a8449a20338bc4cd,95200,95200,0,
Gwangsan-gu,2023-01-30 04:05:53.927000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,5c44cbd2cc9748646a5cc89baab7311a,95200,95200,0,
Seongnam-si,2023-04-08 04:02:10.234000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,112.0.0.0,Web,fced2989251a7c22994f24d3c3bee78e,15920,15920,0,
,2023-04-22 06:05:02.088000,,,,,complete.subscription,,,,,0d3c8809f8727f753b85ec2f70133692,15920,15920,0,
Seoul,2023-01-18 13:55:18.832000,South Korea,,Samsung Phone,Samsung Galaxy S21 5G,complete.subscription,Korean,Chrome,108.0.0.0,Web,59baa74905c97054ff5b243d07da48ea,91200,91200,0,
Dongjak-gu,2023-06-10 17:08:37.392000,South Korea,,Windows,Windows,complete.subscription,English,Chrome,114.0.0.0,Web,9a7b3058449261b3c5d7ae9beae8f247,15920,15920,0,
Yongin-si,2023-06-12 12:57:05.824000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,2f4a3014e1fc0a92a2bbfb79c1c1affd,131600,131600,0,
Busan,2023-06-12 12:18:09.853000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,d3c3bd39527504b5933fc04f618c0b27,15920,15920,0,
Seoul,2023-06-12 12:21:16.905000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,114.0.0.0,Web,279f60c135d708b70178c173dd50983d,131600,131600,0,
Dongdaemun-gu,2023-05-05 00:22:37.196000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,112.0.0.0,Web,43e8b7ed5d8da5e0e260263399ec89ed,15920,15920,0,
Seoul,2023-05-05 00:33:52.942000,South Korea,,Apple iPad,Apple iPad,complete.subscription,Korean,Mobile Safari,15.6,Web,225f9043e9980bd3e4cb3fa3e532f005,15920,15920,0,
Seoul,2023-02-27 13:45:01.176000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,15.6.1,Web,50c875eebedc8308ba8ca402054ccec5,15920,15920,0,
Seoul,2023-01-17 09:46:58.264000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.1,Web,63d1d99451b4b2b3da4089693391a828,87200,87200,0,
Gangnam-gu,2023-01-17 09:23:49.581000,South Korea,,Samsung Galaxy Phone,Samsung Galaxy S10,complete.subscription,Korean,Facebook,397.0.0.23.404,Web,06d674b32079fbf261be66be9d3b8534,87200,87200,0,
Gangnam-gu,2023-01-17 09:11:44.488000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,5970461ba78cc99e26dcccf685492854,87200,87200,0,
Mississauga,2023-02-26 02:40:01.744000,Canada,,Windows,Windows,complete.subscription,English,Chrome,110.0.0.0,Web,e986ad26acdc978bec82b00434fc4c4f,15920,15920,0,
Busanjin-gu,2023-02-16 01:09:49.573000,South Korea,,Samsung Phone,Samsung Galaxy S20 FE 5G,complete.subscription,Korean,Chrome,110.0.0.0,Web,ebaf841cd817ad2462b0b9d382a9a003,131600,131600,0,
Jongno-gu,2023-06-04 08:55:26.136000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,f5a99394d8db5e0113e0b8dbc3490a65,15920,15920,0,
Gangdong-gu,2023-06-04 08:06:43.700000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,673929b7afcd44311a7fb58d5e844237,15920,15920,0,
,2023-06-04 08:25:58.244000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,113.0.0.0,Web,4e3236f764f6d2a7f90db332247d6ef2,15920,15920,0,
Jongno-gu,2023-06-04 08:48:08.129000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,e49ef6588f936ecf87639ed711abf3c6,15920,15920,0,
Incheon,2023-05-15 06:22:43.875000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,113.0.0.0,Web,2514af3670151c7b5e95db5278c88ab4,15920,15920,0,
Seongbuk-gu,2023-01-19 15:34:53.201000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,2de0dba8b2f90a31eb4cf71039008e3d,91200,91200,0,
Gangneung,2023-01-19 15:13:10.838000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,109.0.0.0,Web,728de538ef4533008da8e781b52b8708,91200,91200,0,
Seongnam-si,2023-01-08 23:44:14.612000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,108.0.0.0,Web,f84c4f83ca1e977a89e0f7f7e6561a48,83200,83200,0,
Chuncheon,2023-01-14 03:47:41.064000,South Korea,,Samsung Phone,Samsung Galaxy A51 5G,complete.subscription,Korean,Chrome,108.0.0.0,Web,ea933e0f2d863c4538d43b2bf04bb395,87200,87200,0,
Seoul,2023-01-14 03:23:45.090000,South Korea,,Samsung Phone,Samsung Galaxy S22,complete.subscription,Korean,Chrome,108.0.0.0,Web,672c4c17239c11f22552040d4f18ae23,87200,87200,0,
Cheongju-si,2023-01-14 03:09:01.993000,South Korea,,Windows,Windows,complete.subscription,English,Edge,108.0.1462.76,Web,c1209ce1f6bb182d3acc9da10ade7cb0,87200,87200,0,
Gwanak-gu,2023-02-25 08:25:02.616000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,Mobile Safari,16.2,Web,cea664fb7c93fadcc661d36067794676,131600,131600,0,
Goyang-si,2023-02-25 08:30:02.012000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,109.0.0.0,Web,a159987d762b18bab83cb3c07984e76d,131600,131600,0,
Seoul,2023-06-15 12:41:23.982000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,aaf4c2a5b0f49c99de74c593e47063b2,15920,15920,0,
Seoul,2023-06-15 12:06:06.361000,South Korea,,Apple iPhone,Apple iPhone,complete.subscription,Korean,WebKit,605.1.15,Web,7752e3951dcb0c0035fe76f027c1cf7f,131600,118440,13160,
Pyeongtaek-si,2023-02-20 13:25:36.687000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,110.0.0.0,Web,13726fdb29b0182dbfaf255bc5c43672,15920,15920,0,
Hanam,2023-06-17 04:58:03.997000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,1703acf8850ca1edb7938d4ece6621be,15920,15920,0,
Boryeong,2023-06-27 07:42:28.710000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,dc04f505d821619b8014c0d2f4001515,15920,15920,0,
Jongno-gu,2023-06-27 07:28:40.060000,South Korea,,Mac,Mac,complete.subscription,Korean,Chrome,114.0.0.0,Web,d66fa40659a56e453a14d679d4813ba1,15920,15920,0,
Yongin-si,2023-06-07 02:47:19.762000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,114.0.0.0,Web,030a2eb21741f34ee76f7f4ced3a37db,15920,15920,0,
Hwaseong-si,2023-02-21 15:55:01.876000,South Korea,,Windows,Windows,complete.subscription,Korean,Chrome,110.0.0.0,Web,c1c521dec94e992affcdd92e0c35a806,15920,15920,0,
Hwaseong-si,2023-01-04 05:42:16.511000,South Korea,,Windows,Windows,complete.subscription,Korean,Edge,108.0.1462.54,Web,5411e9be6acbdf6c6f95700d2250eff0,83200,83200,0,
