user_id,client_event_time,start_free_trial_time,complete_sub_time,start_free_trial_type
f6b5ca3dab8236a4573f5a87ef964ae1,2022-01-16 13:30:07.719,2022-01-16 13:32:51.080,2022-02-11 18:34:28.115,A
ad60890a3706639ab5694c32ea59d5f4,2022-01-17 09:11:27.965,2022-01-17 09:12:41.293,2022-02-04 10:16:53.133,A
d64cbe8a0ec6c3558d9e56ccce8495b8,2022-01-17 20:29:54.187,2022-01-17 20:40:08.856,2022-02-07 17:54:18.280,A
0f2ebe6ef11e060191a8e3e2505226cb,2022-01-20 14:24:07.323,2022-01-20 14:30:41.561,2022-02-04 22:21:31.905,A
030bde48ed4f92c3f114322fb5f24c91,2022-01-20 22:20:03.589,2022-01-20 22:20:37.449,2022-03-03 19:19:56.196,A
251f67f272cdf1e5f67e23e02b5a5748,2022-01-23 03:38:49.708,2022-01-23 03:51:05.425,2022-02-07 18:31:46.780,A
db8d294f0bab3c14c108949fdb467015,2022-01-17 17:36:11.164,2022-01-23 10:29:05.528,2022-02-03 18:24:00.132,A
6095890263645e449559970860d1a11c,2022-01-05 18:39:15.109,2022-01-23 10:41:41.886,2022-02-04 15:54:06.249,A
8205062c10aed7f03439eb84b97f00e2,2022-01-23 13:37:04.117,2022-01-23 13:41:32.009,2022-02-01 20:06:07.874,A
92d2d312ba5bdf1ffc8fc096bceedccb,2022-01-23 22:41:20.465,2022-01-23 22:42:36.404,2022-02-03 21:32:42.220,A
fc1c075c439b378bd5d5ede935ce1302,2022-01-25 12:02:13.607,2022-01-25 12:08:16.354,2022-02-02 16:31:40.354,A
c77b5ace928a641ef1159a0eaf952924,2022-01-24 20:56:24.012,2022-01-25 21:21:12.152,2022-02-04 17:50:00.266,A
e777b06ebcd2e639a97b194de0d34618,2022-01-27 14:48:40.801,2022-01-27 15:07:41.596,2022-02-04 21:04:11.454,A
717493271ccd4309a4cf7becf3080973,2022-01-27 17:15:01.058,2022-01-27 17:22:53.316,2022-02-01 22:24:41.688,A
28ff4777c2b3108322720ac185736dcf,2022-01-28 13:14:26.272,2022-01-28 14:18:54.885,2022-03-07 14:38:51.260,A
f3d66a1dcc584acd838f9fc58d4afbc7,2022-01-23 17:31:15.720,2022-01-28 18:18:28.294,2022-02-18 16:08:48.942,A
b261d2d8f26ad206b110f06bf2445427,2022-01-22 20:27:40.608,2022-01-28 19:45:34.742,2022-02-01 17:47:04.915,A
82509115359c618b8cf586fa472fd4da,2022-01-28 11:53:50.720,2022-01-29 10:13:51.260,2022-02-01 13:08:39.650,A
3514209cee4737624caa15d600779e28,2022-01-31 10:47:40.695,2022-01-31 10:49:25.694,2022-02-03 10:22:06.676,A
31a1bde24cbc5235b13a8956fa8e8c23,2022-01-31 22:33:19.622,2022-01-31 22:33:51.133,2022-02-01 20:17:03.999,A
dbb31774022ad451a33b02dbe75ffcb8,2022-01-31 22:19:54.228,2022-01-31 23:18:50.716,2022-02-02 15:25:04.399,A
c52f97d07dc601a43489661212c40a46,2022-02-01 00:10:35.018,2022-02-01 00:15:38.153,2022-02-01 00:20:32.287,A
4250b3a604f16093ac15f956c3809413,2022-01-31 21:49:40.687,2022-02-01 09:11:45.762,2022-02-03 16:50:47.698,A
72677b6afa0ae2a56089fcc9c226c14c,2022-02-01 11:10:53.904,2022-02-01 11:23:55.089,2022-02-01 14:04:08.542,A
6c75b68b9bfaf9525056f39eabc559b2,2022-02-01 19:34:05.869,2022-02-01 19:38:24.293,2022-02-06 22:00:38.510,A
df45cd63161afcc62ec9e0074bb19209,2022-02-01 22:13:33.182,2022-02-01 22:23:15.145,2022-03-31 20:22:22.765,A
03bdc3fe4031f63a1ed078a33a345ca9,2022-02-01 22:50:26.698,2022-02-01 22:51:45.679,2022-02-03 20:06:41.906,A
8d2e6ecd098504b38bba4312aff60fae,2022-02-01 22:15:16.560,2022-02-01 22:53:12.173,2022-02-01 22:57:53.594,A
46a2578e9e0a5b934601f4e690c2b2f3,2022-02-02 00:13:37.855,2022-02-02 00:14:12.709,2022-02-02 00:15:49.601,A
7c2941bbc31397b5f020e9522cfa5fc8,2022-02-02 00:08:52.587,2022-02-02 00:20:06.189,2022-03-14 00:55:23.566,A
6d35c5dfb9e21061702f848ad7e46982,2022-01-09 15:04:49.983,2022-02-02 18:11:57.612,2022-02-02 20:33:09.918,A
f42b6448ddc866bc2de8e9ee32007b1b,2022-02-02 12:23:42.818,2022-02-02 20:23:15.983,2022-02-13 11:56:30.570,A
90b51461195bb223ecbb372a4cd1522e,2022-02-03 04:22:52.057,2022-02-03 04:25:29.219,2022-02-03 04:37:32.325,A
bb1184e8a907237eed8596c89353216f,2022-02-03 05:54:07.801,2022-02-03 05:55:46.528,2022-02-03 06:19:27.389,A
376b4749ea5a4e8b40395c8ee9836556,2022-02-03 10:17:25.808,2022-02-03 10:17:39.115,2022-02-07 16:30:43.459,A
bedc7a9a71a794dbc1646bd6e9c0cff6,2022-02-03 10:51:34.749,2022-02-03 11:21:39.687,2022-02-07 09:50:20.171,A
02253572bbd81a038ed01e0ad5b2a7d4,2022-01-23 23:59:36.851,2022-02-03 22:58:54.303,2022-02-03 23:03:23.549,A
5c0213ccb193ba1fdcc4dc3bebad7e81,2022-02-04 10:47:59.815,2022-02-04 10:49:01.669,2022-02-10 11:03:43.086,A
7372b8406a640a56513ce77ab02f944e,2022-02-02 21:51:07.302,2022-02-04 11:44:25.382,2022-02-12 15:26:24.026,A
cc6a898d86eaed3913a9af33ea201c96,2022-01-12 15:51:53.319,2022-02-04 14:09:02.426,2022-02-05 01:13:46.207,A
20c85107cda770cecebf5a7e76d7f183,2022-02-04 20:27:38.177,2022-02-04 20:28:21.153,2022-02-04 22:22:27.832,A
12201b2c13e1338d0a20f4b2839afaec,2022-02-04 21:45:59.439,2022-02-04 21:47:04.305,2022-02-06 17:25:26.927,A
616a6aab74825e0ba0d8a2da780139cb,2022-02-04 22:17:26.597,2022-02-04 22:21:20.239,2022-02-13 21:27:16.426,A
db7c1cb943f93f9344145b8cc530beaf,2022-02-04 23:04:22.783,2022-02-04 23:08:05.958,2022-02-09 15:29:26.614,A
93e8d8fcb51619ca35ec3d94492e5686,2022-02-05 02:12:49.081,2022-02-05 02:16:57.258,2022-02-05 14:21:55.956,A
805200ce5afa927741c6ddc8b85de783,2022-02-05 03:14:18.372,2022-02-05 03:15:41.702,2022-02-05 03:23:05.944,A
5e8764abc087d86000e64e947ad4f57d,2022-02-05 05:02:40.484,2022-02-05 05:04:50.835,2022-02-10 13:22:23.409,A
640d402204f38ae58f8194172619f5fb,2022-02-05 12:57:25.814,2022-02-05 13:01:35.809,2022-02-05 13:07:27.939,A
679db2593f6c6a8c09fbcb29d716dbfe,2022-02-05 15:07:27.703,2022-02-05 15:26:07.939,2022-02-08 21:07:13.611,A
932b5d7a23777c6daa5d64bbb0eb38ff,2022-02-05 16:56:33.588,2022-02-05 16:58:42.363,2022-02-05 17:03:52.842,A
ab1745b64c06df79079b37138520cf57,2022-02-05 18:45:07.302,2022-02-05 18:49:48.304,2022-02-06 20:22:34.454,A
5aec6e28d1494dea1f25f98347096cf8,2022-02-05 20:40:13.043,2022-02-05 20:40:42.164,2022-02-05 23:35:06.932,A
335dcf54d2b87f910c22a0588d3c7f29,2022-02-05 19:33:11.554,2022-02-05 21:48:14.015,2022-02-05 22:09:31.671,A
d78726ea93ce88b62a2952038ef934c5,2022-02-05 23:43:45.252,2022-02-05 23:45:09.306,2022-02-08 19:18:27.992,A
58c6499e2a550e5f771715a389671796,2022-02-06 14:13:47.650,2022-02-06 14:14:55.230,2022-02-12 02:38:19.292,A
1932e0e4715273478be90dd1046638de,2022-01-07 21:13:06.600,2022-02-06 16:31:48.450,2022-02-06 17:26:47.727,A
08b07126a80fb08efb8521e46b8b87fc,2022-01-21 13:49:43.104,2022-02-06 16:49:29.206,2022-02-06 16:52:26.306,A
40dd0984448c33fdfc4a5dca89cac285,2022-01-23 15:19:38.307,2022-02-06 20:04:49.733,2022-03-07 13:23:31.264,A
50ca0ede09c27b40df8b71d1148cfe6e,2022-02-06 20:27:19.103,2022-02-06 20:28:52.804,2022-02-07 20:16:03.421,A
ed7e637035cfa148818e38bf926e3da0,2022-02-06 20:44:04.495,2022-02-06 20:44:25.746,2022-02-07 15:07:52.035,A
03062f1277f2a6acbbd62fbc90f195db,2022-02-06 21:32:29.912,2022-02-06 21:34:40.023,2022-02-06 23:20:25.383,A
85675bc4d424f7e57187329dd985d07c,2022-02-06 23:16:39.822,2022-02-06 23:18:03.666,2022-02-21 21:14:52.723,A
569c7249432e4e0102416455bb674b91,2022-02-06 23:46:42.481,2022-02-06 23:54:53.030,2022-02-07 11:05:48.938,A
82e752c0d88a3ced8f29635eee2d785e,2022-02-06 04:43:20.361,2022-02-07 00:20:23.939,2022-02-23 19:03:53.167,A
88c2ffb9a147de59c989540f2658b32d,2022-02-07 08:53:11.897,2022-02-07 09:05:30.340,2022-02-07 09:34:36.920,A
0b8e585546858c0da547f3bf164be0bd,2022-02-07 02:40:29.598,2022-02-07 10:19:26.028,2022-02-07 10:34:11.642,A
a7d1e107dd8e28aa0099a162b7e32831,2022-02-07 13:32:54.899,2022-02-07 13:34:57.929,2022-04-01 17:44:01.475,A
8906e15cadf5a04f8274cfb44fb799ab,2022-02-07 13:42:52.048,2022-02-07 16:26:31.426,2022-02-07 16:28:02.076,A
e66886bea38ac6d2df8c666eb8aa79ac,2022-02-07 16:31:41.284,2022-02-07 16:32:35.224,2022-03-13 15:11:25.861,A
e3dec7c8d075da4c31f1b83f54a1489d,2022-02-07 18:51:03.165,2022-02-07 19:09:51.167,2022-02-07 21:26:55.665,A
a375945065ff40f6ee9feed43c022227,2022-02-06 16:04:32.206,2022-02-07 20:04:44.870,2022-02-07 20:11:22.087,A
edbba72d29514dac34dbb66f5173d6b1,2022-02-07 19:03:09.727,2022-02-07 20:08:53.544,2022-02-07 20:30:52.153,A
cf61425a2fe45a65ba0eda680bd45411,2022-02-07 20:09:12.561,2022-02-07 20:10:05.284,2022-02-12 21:47:22.329,A
2d84ba47d965b59f45972980c7f172ea,2022-02-07 20:15:24.001,2022-02-07 20:17:56.469,2022-02-15 18:37:59.212,A
29d05da1203c709c4186b9e7bcc0b333,2022-02-07 20:21:34.285,2022-02-07 20:22:20.304,2022-02-07 22:58:25.454,A
44274e1df268dcaaf3a5d397f48d9574,2022-02-08 09:15:24.142,2022-02-08 09:22:28.420,2022-02-15 16:40:09.845,A
a1335a9f48150938b66ccdc6fcca7712,2022-02-08 13:07:26.181,2022-02-08 13:08:03.860,2022-02-08 13:30:17.208,A
88122eb760b9e9dbedd19c39b2751dcf,2022-02-08 15:54:37.997,2022-02-08 16:19:15.264,2022-02-08 18:23:05.062,A
ba2f8b223659c4f590701d30a83d09fb,2022-01-08 22:26:08.694,2022-02-08 18:33:00.918,2022-02-08 18:38:59.328,A
6e1bea76ff1e82f7fdbb0a77b9b92a54,2022-02-08 19:49:59.094,2022-02-08 19:54:07.763,2022-03-08 05:39:20.731,A
74b74c89aa0a4e679b4ee7533d04cd9c,2022-02-09 00:35:35.302,2022-02-09 00:39:32.499,2022-02-12 02:02:08.782,A
27a317e10e8b15b1483cb0a63697a77b,2022-02-09 10:38:07.640,2022-02-09 10:44:50.445,2022-02-09 11:39:56.284,A
063e2334cbd1ff61e51ac01ce27add97,2022-02-09 11:12:17.048,2022-02-09 11:13:22.112,2022-02-09 13:53:01.632,A
124273c5a5d3354fa5ff2aed5b5b6af7,2022-02-09 09:28:56.422,2022-02-09 12:32:24.314,2022-02-09 14:09:51.728,A
a7482cceb04918d816ed89d10ced06b3,2022-02-09 15:11:47.766,2022-02-09 15:13:28.222,2022-02-09 15:20:53.753,A
f7deaf16fde91a41adfd9f6c41ab333a,2022-02-09 15:35:09.443,2022-02-09 15:35:32.913,2022-02-11 12:04:26.628,A
a228092f4df4de6a76b86d8bea1ab4a1,2022-02-09 16:14:06.969,2022-02-09 16:14:35.081,2022-03-01 14:27:56.039,A
71af2dd6ad7360479f0d3e2ea84d4e22,2022-02-09 17:06:08.083,2022-02-09 17:08:09.601,2022-02-14 22:54:23.720,A
1b887a872b5d6caabee5fc44ff6fff82,2022-02-09 17:00:06.028,2022-02-09 17:50:35.777,2022-03-09 17:51:54.742,A
5065aa1377893113920f599b4a141cdb,2022-01-17 22:43:44.093,2022-02-09 22:06:42.771,2022-04-10 19:04:50.769,A
294147e8bb4395a6f437b8e801a62128,2022-02-10 20:02:55.594,2022-02-10 20:15:53.627,2022-02-10 20:42:10.527,A
f3b935e4b70492aea1b0b89a34151d88,2022-02-10 10:50:49.881,2022-02-10 21:17:59.976,2022-02-10 21:31:41.928,A
8e2d0e60a28850b3d1d179190f61f8a1,2022-02-11 11:36:11.661,2022-02-11 11:44:31.738,2022-02-11 12:53:17.347,A
eb6398446dab1b3a16931c60b9cad4f4,2022-02-11 15:13:57.354,2022-02-11 15:14:34.264,2022-02-14 21:45:42.680,A
20231b2cfc4e187e12558e331f9c0f4c,2022-01-27 18:42:47.189,2022-02-11 15:35:53.525,2022-03-03 14:41:44.457,A
8678d667861acd68f0b7a864a1f33e34,2022-02-11 18:10:06.465,2022-02-11 18:16:57.545,2022-02-16 13:46:03.453,A
a8d1269a74773ccffab74333e6b03235,2022-02-10 13:32:25.299,2022-02-11 20:12:20.492,2022-02-11 20:26:27.024,A
3f1d55efa9bad0113d9c5dc2695fa631,2022-02-11 23:21:31.110,2022-02-11 23:26:52.761,2022-03-16 23:23:43.150,A
e0d4061b0452952c45ebf2ec25236ee1,2022-02-12 00:42:49.295,2022-02-12 00:43:38.936,2022-02-12 21:55:02.868,A
4db89db7b83010d818e0f11d8297ba85,2022-02-12 12:20:25.804,2022-02-12 12:21:01.983,2022-02-12 12:31:08.101,A
b914b90cf53a8add765738f297b044bb,2022-02-12 16:01:35.015,2022-02-12 16:04:26.100,2022-02-13 17:35:00.226,A
8f697688e83e2b4b9fd3aeb7bb43f163,2022-02-11 12:22:02.836,2022-02-12 16:14:14.451,2022-02-12 22:59:46.379,A
59cabc659109ae0bef2d536863797523,2022-02-12 09:54:26.030,2022-02-12 16:54:28.156,2022-02-12 17:18:18.658,A
376ab3d73152975546635e1f6617fcae,2022-02-12 17:01:53.200,2022-02-12 17:16:29.512,2022-03-13 01:39:28.313,A
0be7e25708ac6d1a1a2ff9e9ba8ab1ca,2022-02-09 18:20:29.503,2022-02-12 20:05:56.279,2022-02-14 00:20:57.531,A
5ac1649aede5c2037233335d6d5fa10b,2022-02-13 09:59:13.310,2022-02-13 10:03:07.678,2022-02-18 20:32:49.634,A
db08471ca7254debdf657f02d6017d71,2022-02-13 16:40:48.537,2022-02-13 16:55:01.508,2022-02-15 21:27:13.202,A
a29894ac1766b0063cf79dd84138f9f2,2022-02-13 19:07:26.357,2022-02-13 19:09:04.072,2022-02-13 19:19:26.554,A
7602b6f78287f92a69b49349209c991b,2022-02-14 01:45:45.884,2022-02-14 01:46:21.799,2022-02-14 09:29:51.543,A
eec93f4add72d04a09b214a826fb9fa7,2022-02-14 02:52:33.716,2022-02-14 02:54:46.069,2022-02-14 02:59:15.613,A
9e5d248b24e45f5ff9b9d3590aae1958,2022-02-14 00:07:35.791,2022-02-14 03:19:51.149,2022-02-18 13:17:54.153,A
5481ad3828dbe2afe0d80801c70cc4eb,2022-02-14 11:15:29.923,2022-02-14 11:17:16.338,2022-02-14 20:36:41.585,A
2d311003add4e3d9e8b9c68fe4b9733c,2022-02-14 13:03:15.810,2022-02-14 13:07:02.896,2022-02-14 17:48:18.320,A
a84ed6c93da0e70c4ddda521f36523b1,2022-02-14 14:24:06.321,2022-02-14 14:25:29.326,2022-02-19 23:55:23.681,A
ad78c2f1ca1261df8b9a0c2673231896,2022-02-14 11:22:13.729,2022-02-14 15:01:41.876,2022-02-24 00:12:37.362,A
dad923e6a6ec3d0aabdbfec4233923b1,2022-02-14 12:58:23.417,2022-02-14 18:28:28.197,2022-02-15 00:43:27.779,A
2b5def12aaa218c1d35a61c62fb2d327,2022-02-15 03:25:31.692,2022-02-15 03:40:13.636,2022-02-15 14:38:40.188,A
0ef1d44a36a4e01c10be83a9207513d6,2022-02-15 05:39:15.902,2022-02-15 06:30:04.081,2022-02-15 06:33:39.923,A
277c0828a64c7e66b1bb39eec650ab77,2022-02-15 06:33:27.336,2022-02-15 06:54:33.231,2022-02-15 15:01:56.547,A
adf22048065f787c531c2964b6b7d9d5,2022-02-15 11:11:12.342,2022-02-15 11:18:09.660,2022-02-15 11:49:22.892,A
438af0e938d86d7ef2a148590fb2307f,2022-02-15 14:10:16.973,2022-02-15 14:20:36.903,2022-02-15 14:27:01.691,A
983c3fe35f1c351dbfbbda199448fc22,2022-02-15 19:41:10.305,2022-02-15 19:44:17.061,2022-02-15 20:25:49.048,A
ac55005d428e7e44d53ca84b45491f25,2022-02-15 22:31:52.127,2022-02-15 22:49:52.340,2022-02-17 17:51:17.103,A
acbaea932305840b62e4164c284ef2a4,2022-02-15 15:47:37.744,2022-02-16 02:21:28.042,2022-02-16 21:45:41.102,A
6afa273b041c286d533a357f6c31df4f,2022-02-16 07:57:50.919,2022-02-16 07:59:45.112,2022-02-16 08:48:58.996,A
cb07a8015b8292cb8fac531c0efb58bc,2022-02-16 08:45:38.062,2022-02-16 08:46:33.214,2022-02-16 22:49:40.427,A
eccb297f2cee53e05129cad9cf71aa73,2022-02-16 14:00:52.166,2022-02-16 14:08:29.249,2022-02-16 14:48:31.122,A
9062e21ca3bc6fd2ffba038572f9ce75,2022-02-13 03:09:21.961,2022-02-16 14:38:51.880,2022-02-18 22:26:22.975,A
1076e22324dfe51b9d9630a01f2e2b15,2022-02-12 09:33:54.730,2022-02-16 16:08:30.955,2022-02-25 09:52:59.156,A
6820083bc398f9b3e684055e4c662406,2022-02-16 16:22:47.790,2022-02-16 16:31:45.172,2022-03-10 14:37:07.842,A
8f793671047d0d17a6ffbc5a6c4bb3cd,2022-02-15 21:46:39.153,2022-02-16 17:17:24.042,2022-02-19 00:41:29.470,A
3ab9cd376c0e99c129311e8c9b07c64b,2022-01-02 09:12:02.885,2022-02-16 20:48:11.432,2022-02-18 13:27:33.685,A
1c836e774903b66945fa712ee51314fb,2022-02-16 23:33:42.805,2022-02-16 23:43:57.321,2022-02-19 15:13:10.443,A
2442bcb4f30a6a28ec5c80572ed83d60,2022-02-16 23:18:19.374,2022-02-17 00:02:54.207,2022-02-17 23:22:08.475,A
763d5a5084ac1691cc1eddef6248f0f0,2022-02-13 20:46:36.132,2022-02-17 00:08:38.645,2022-02-17 10:19:11.335,A
30c2cdafabc4f6ef9b02f866429ca1da,2022-02-17 00:45:35.465,2022-02-17 00:46:36.547,2022-02-17 00:49:29.014,A
7f599ab6a83dcecda2ceb51f59c19f17,2022-02-17 05:38:49.329,2022-02-17 06:05:38.917,2022-02-19 11:14:08.569,A
3af5a56cecd3127ab568cf147c325e59,2022-02-17 12:17:03.882,2022-02-17 12:28:08.244,2022-02-17 12:59:56.954,A
041009704094997fa866aeeceecf72ba,2022-02-17 14:19:24.317,2022-02-17 14:19:48.083,2022-02-22 13:58:18.453,A
60d41f82dfb2d39b1781acec9df977d4,2022-02-17 14:56:06.714,2022-02-17 14:57:45.879,2022-02-21 13:26:30.537,A
e595c3cc2e1e4630863f9cc3d677b8a1,2022-01-18 23:51:07.366,2022-02-17 20:00:36.818,2022-02-18 21:18:35.616,A
4bec92aa56a7b7a855fab4b15f09d1a2,2022-02-17 20:51:54.467,2022-02-17 20:52:42.720,2022-02-17 20:55:35.245,A
d623575da8c3a5e858fc04cae1627f75,2022-02-09 02:08:01.290,2022-02-17 23:17:13.573,2022-03-03 11:42:15.520,A
7a99b7595fe761d62cd9f51c012f9746,2022-02-18 00:37:18.133,2022-02-18 00:43:13.139,2022-02-25 00:25:39.172,A
91160408eb45e463403526f30d26bdb2,2022-02-09 01:12:33.592,2022-02-18 08:10:43.497,2022-02-18 08:25:10.836,A
370159493563ca046d1c6dfa71dc5750,2022-02-18 10:37:18.965,2022-02-18 10:37:32.717,2022-03-19 01:25:21.991,A
3c59d156c3ad137bfd6f97e07b7d57db,2022-02-14 20:10:28.350,2022-02-18 15:28:32.428,2022-03-08 15:37:13.316,A
23176025529b3aa56aee757b47dcdf27,2022-02-18 17:45:17.607,2022-02-18 17:46:12.825,2022-02-23 14:09:54.138,A
0ecdf5681bf44ca2201279a21a7effe1,2022-02-18 14:37:17.758,2022-02-18 19:22:14.988,2022-04-12 18:29:13.927,A
e79eafa5bd50c838e65a3686e3807582,2022-02-18 19:58:14.601,2022-02-18 20:04:13.730,2022-02-22 13:51:01.026,A
f3e2beb31cc13af74a279c4aef328294,2022-02-18 23:38:10.785,2022-02-18 23:41:24.015,2022-02-20 19:25:18.832,A
22296e694efbffe06bf1e0d730d0f11b,2022-02-19 01:52:24.412,2022-02-19 01:53:12.341,2022-02-19 01:59:47.892,A
81d6664bb74fb5b03131b1655138d7f6,2022-02-17 06:57:41.160,2022-02-19 08:19:58.969,2022-02-20 08:09:08.263,A
5c130986789df161bb9f53b07dd8a821,2022-02-19 15:40:17.694,2022-02-19 15:45:42.732,2022-02-19 15:48:40.035,A
aa24f7e5c34355939bb649379eb4275b,2022-02-19 16:28:27.248,2022-02-19 16:29:06.422,2022-02-19 16:38:24.063,A
f74f7f61fcd30427b703c1d7908be245,2022-02-19 20:56:25.913,2022-02-19 20:57:43.454,2022-02-28 13:20:36.427,A
16ea146fb8d2fc04a6f10cff39a41d52,2022-02-19 23:26:32.777,2022-02-20 01:10:24.840,2022-02-20 16:03:29.733,A
136b44504fa4c8355d92bc0adb87c154,2022-02-20 13:56:07.516,2022-02-20 13:56:58.807,2022-02-25 09:27:24.726,A
ad43f9c93d8f78c28091ad9b3e0ea942,2022-02-20 16:56:06.608,2022-02-20 16:56:37.906,2022-02-21 11:46:48.075,A
d849d8331a846dcdb0b0ce435fa7088f,2022-02-20 19:46:41.769,2022-02-20 19:47:27.436,2022-03-11 23:03:04.550,A
d4beaedace47e5536f26341ec681bdc6,2022-02-20 20:18:00.680,2022-02-20 20:20:03.388,2022-02-20 20:27:01.655,A
ff6deb0824db3af5f22527b0bda814b4,2022-02-20 15:09:59.323,2022-02-20 20:45:04.857,2022-02-20 21:15:31.156,A
6087f348cc6677389d3935bb1a6acc63,2022-02-20 22:09:21.433,2022-02-20 22:09:57.742,2022-02-20 22:31:05.457,A
219213d209da71b50b2bd618e4193749,2022-02-21 00:17:21.341,2022-02-21 00:19:00.580,2022-02-21 23:16:33.202,A
68910e0cdfb4a5fa118cc8355a50abd7,2022-02-21 03:57:02.082,2022-02-21 03:58:05.229,2022-02-21 06:01:09.865,A
db2542083fbc9c342264b2bcc96d92e5,2022-02-21 05:04:11.065,2022-02-21 05:05:49.952,2022-02-21 05:31:43.792,A
b4f789f93ee0934cd3f21aac1f17407b,2022-02-21 17:31:58.533,2022-02-21 17:32:25.026,2022-02-25 18:41:14.060,A
4b7de3750ad18492831611b5851dcedd,2022-02-06 14:39:24.118,2022-02-21 19:52:52.244,2022-02-21 20:03:26.345,A
faf36cda337a6a467bfdf16a00bfc0c0,2022-02-21 22:14:28.263,2022-02-21 22:15:31.642,2022-02-25 17:21:07.924,A
c0ba8fcd5bbb2373ea93dda266f740ee,2022-02-21 23:00:17.256,2022-02-21 23:04:55.104,2022-02-22 16:07:34.369,A
143a9348f598a03b623dd3d68a4627b5,2022-02-16 08:55:18.350,2022-02-21 23:09:08.922,2022-02-22 11:46:07.986,A
292fdf63aed684779a0c33de008192ef,2022-02-22 00:30:34.901,2022-02-22 00:31:52.488,2022-03-04 08:42:54.080,A
f8372b0f3b401fb99d05628b9704aadf,2022-02-22 16:38:11.137,2022-02-22 16:57:46.652,2022-02-22 17:00:19.880,A
15f4678b8d9b849281917e8de0e5278d,2022-02-22 16:29:27.008,2022-02-22 17:00:54.529,2022-02-22 17:46:39.093,A
425794b1bc945bd0d5ff58136c50f7b4,2022-02-22 18:31:56.610,2022-02-22 18:33:39.847,2022-02-23 18:51:08.434,A
b5176eab44dfb8de07d4c14ca1d8bb93,2022-02-11 19:30:24.340,2022-02-22 22:52:22.100,2022-03-03 21:27:23.401,A
e101f491d67cb36a28884fb460249a1c,2022-02-22 13:02:11.494,2022-02-23 13:13:47.254,2022-02-23 13:38:18.107,A
734f5e79e324b3749f2e6b4699db5c9f,2022-01-24 22:36:59.292,2022-02-23 14:10:07.177,2022-02-23 15:35:44.185,A
95209666156e9fc8cf18215e15e47b67,2022-02-23 15:27:54.823,2022-02-23 15:28:55.483,2022-03-31 13:23:58.302,A
281124091843d6925faf582be9551283,2022-02-23 15:54:46.111,2022-02-23 16:05:36.073,2022-02-24 19:58:22.436,A
df66c50adbf1508b50e33a8053ff9ce3,2022-02-23 16:19:21.545,2022-02-23 16:20:54.890,2022-02-23 17:20:25.155,A
3c7ab76d483a825fc9f9b6d4286e9ffb,2022-02-23 16:30:30.264,2022-02-23 16:31:56.494,2022-02-23 20:06:14.622,A
f046f930dec0224ebb91e499204b2e46,2022-02-21 22:35:54.724,2022-02-23 18:49:47.155,2022-02-23 18:50:40.777,A
e500dd3b8adfa0d10b1d73397c6bc778,2022-02-23 18:35:39.373,2022-02-23 19:05:48.996,2022-02-24 23:06:05.879,A
a5e5a0bac07ba748fd2a7f2d63be9c3a,2022-02-23 20:17:35.425,2022-02-23 20:22:44.390,2022-03-01 12:28:25.892,A
9fde374441bce81172b7ee8648abd2b5,2022-02-23 21:28:31.939,2022-02-23 21:55:18.661,2022-02-26 20:03:56.017,A
bbc6404412439c74f3f572a4a7c63508,2022-02-24 08:49:11.229,2022-02-24 08:55:35.309,2022-02-24 10:17:31.330,A
